AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A686393,Sugar,12/6/14 16:01,1,,Dog,Female,2,Pit Bull Mix,Tan/White
A688818,,9/28/14 18:38,1,,Dog,Male,<1,Beagle Mix,Tricolor
A663079,Thunder,10/30/13 15:48,1,,Dog,Male,<1,Pointer/Pit Bull,White/Brown
A664989,,10/12/13 11:54,0,Suffering,Dog,Male,<1,Australian Shepherd Mix,Brown/White
A672010,Bella,2/9/14 15:35,1,,Dog,Female,5,Australian Shepherd/Beagle,Blue Merle/Tan
A662817,Willie,10/5/13 12:31,1,,Dog,Male,1,Rottweiler,Black/Tan
A688144,Tarzan,10/1/14 14:26,1,,Dog,Male,1,Labrador Retriever Mix,Black/White
A714872,,11/22/15 18:39,1,,Cat,Male,<1,Domestic Medium Hair Mix,Brown Tabby
A719930,Princess,2/4/16 17:03,1,,Dog,Female,2,Chihuahua Shorthair Mix,Black/Tan
A532017,Kiki,1/5/14 18:11,1,,Dog,Female,7,Chihuahua Shorthair/Rat Terrier,White/Tan
A694149,Maxwell,1/6/15 17:17,1,,Dog,Male,2,Chihuahua Shorthair Mix,Red/White
A652974,Pickles,8/1/14 17:36,1,,Dog,Female,2,Toy Poodle,White
A667889,Dreyfus,12/26/13 19:06,1,,Dog,Male,1,Australian Cattle Dog/Belgian Malinois,Blue Merle/Tan
A710070,Otter Pup,9/7/15 17:24,1,,Dog,Male,1,Labrador Retriever Mix,Black/White
A678756,Dolly,7/10/14 7:51,1,Foster,Cat,Female,<1,Domestic Medium Hair Mix,Brown Tabby/White
A683347,,7/13/14 17:17,1,,Dog,Male,1,Dachshund Longhair Mix,Black/Brown
A670849,Stella,4/8/14 10:06,1,Foster,Dog,Female,2,Harrier Mix,Black/Tan
A708296,Andy,8/16/15 19:02,1,,Cat,Male,<1,Domestic Medium Hair Mix,Brown Tabby/White
A651564,Chuckie,2/16/14 19:16,1,,Dog,Male,1,Pit Bull Mix,Brown/White
A428783,Bella,2/13/14 16:33,1,,Dog,Female,8,Australian Cattle Dog,Blue Tick/Brown
A686157,Brooklyn,8/21/14 17:07,1,,Dog,Female,<1,American Pit Bull Terrier Mix,White/Brown Brindle
A664183,Sam,12/15/13 15:58,1,,Cat,Male,<1,Domestic Shorthair Mix,Orange Tabby/White
A668326,Rex,12/12/13 16:58,1,,Cat,Male,<1,Domestic Shorthair Mix,Brown Tabby
A707092,Maizy,7/17/15 18:25,1,,Dog,Female,2,Catahoula Mix,Blue Merle/Brown
A685740,,8/12/14 9:23,0,Suffering,Cat,Male,3,Domestic Shorthair Mix,Blue
A354540,Tux,1/22/15 12:07,1,Foster,Cat,Male,10,Domestic Shorthair Mix,Black/White
A552447,Jakey,11/15/15 17:08,1,,Cat,Male,6,Domestic Longhair Mix,Blue/White
A690900,Rainy,11/22/14 13:23,1,,Cat,Female,<1,Domestic Shorthair Mix,Orange Tabby/White
A705809,,6/25/15 18:29,1,,Dog,Female,<1,Labrador Retriever Mix,Black/White
A708906,Delia,11/29/15 13:33,1,,Cat,Female,<1,Domestic Longhair Mix,Orange Tabby/White
A676783,Momo,5/7/14 18:25,1,Foster,Cat,Male,<1,Domestic Shorthair Mix,Brown Tabby/White
A675008,Lulu,10/19/14 13:04,1,,Dog,Female,<1,Chihuahua Shorthair/Dachshund,Black/Brown
A703715,Canelo,6/6/15 12:59,1,,Dog,Male,5,Siberian Husky Mix,Brown/Tan
A720470,,2/15/16 10:25,1,,Dog,Male,1,Rat Terrier Mix,White/Black
A711067,Cusca,9/4/15 13:41,1,,Dog,Female,3,Chihuahua Shorthair,Tricolor
A702532,Orangesicle,6/23/15 19:03,1,,Cat,Male,1,Domestic Longhair Mix,Orange Tabby
A664017,Kneeko,10/10/13 17:11,1,,Cat,Male,<1,Domestic Shorthair Mix,Black
A711068,Manchia,9/5/15 16:48,1,,Dog,Female,3,Chihuahua Shorthair,White/Tan
A700888,Wilbur,7/26/15 12:16,1,,Dog,Male,1,Rhod Ridgeback/Pit Bull,White/Brown
A707968,Bailey,8/7/15 17:37,1,,Dog,Female,2,Chihuahua Shorthair Mix,Black/Brown
A697162,Allie,5/1/15 18:09,1,Foster,Dog,Female,<1,Labrador Retriever/Anatol Shepherd,White/Tan
A712657,Hank,12/12/15 17:45,1,Foster,Cat,Male,<1,Domestic Shorthair Mix,Black
A714279,Roberto,12/15/15 11:55,1,Foster,Cat,Male,<1,Domestic Shorthair Mix,Black
A697432,Mason,3/21/15 17:13,1,,Dog,Male,<1,Australian Cattle Dog/Labrador Retriever,Red/White
A697160,Alex,5/2/15 22:06,1,Offsite,Dog,Male,<1,Labrador Retriever/Anatol Shepherd,Tan/White
A692259,Simon,12/6/14 17:02,1,,Dog,Male,12,Miniature Schnauzer Mix,Black/Brown Brindle
A713402,,10/10/15 16:26,0,In Kennel,Cat,Female,<1,Domestic Shorthair Mix,Orange Tabby
A708034,Bindi,8/27/15 13:15,1,Foster,Cat,Female,<1,Siamese Mix,Flame Point
A658940,Hollywood,10/28/13 18:48,1,,Cat,Male,<1,Domestic Medium Hair Mix,Black
A716511,Hunter,11/24/15 16:54,1,,Dog,Male,1,Pit Bull Mix,Black/White
A686131,Winston,12/13/14 11:46,1,Foster,Dog,Male,<1,Leonberger Mix,Brown/White
A709142,Rufus,10/4/15 18:56,1,,Dog,Male,<1,Chihuahua Shorthair Mix,Brown
A679315,,6/29/14 18:55,1,,Cat,Female,<1,Domestic Shorthair Mix,Torbie
A670689,Daisy,1/13/14 23:05,1,,Dog,Female,2,Chihuahua Shorthair Mix,Tan/White
A681260,Titan,7/2/14 16:57,1,,Cat,Female,<1,Domestic Medium Hair Mix,Black/White
A692448,Lacy,3/7/15 17:26,1,,Dog,Female,1,Pit Bull,Black/White
A669728,Mellow,12/27/13 11:13,0,Suffering,Cat,Female,13,Domestic Longhair Mix,Black
A661818,Riley,10/20/13 18:32,1,Foster,Cat,Male,<1,Domestic Shorthair Mix,Black/White
A698964,Rascal,4/3/15 17:01,1,,Cat,Male,1,Domestic Shorthair Mix,Black/White
A678641,Petunia,5/17/14 16:15,1,,Dog,Female,1,Australian Cattle Dog Mix,Sable/Black
A695685,Coco,1/25/15 12:47,1,,Cat,Female,<1,Domestic Shorthair Mix,Chocolate
A711096,Dahlia,2/11/16 17:49,1,,Dog,Female,2,American Staffordshire Terrier Mix,Blue/White
A675591,,4/3/14 17:43,1,,Dog,Male,<1,Welsh Terrier Mix,Black/Brown
A713211,Piper,12/30/15 17:02,1,,Cat,Female,<1,Domestic Shorthair Mix,Cream Tabby
A684015,Zane,8/3/14 15:16,1,,Cat,Male,<1,Siamese Mix,Lynx Point
A681719,Ghia,8/24/14 12:46,1,,Dog,Female,3,Border Collie/Beagle,Black/White
A703516,Bellivia,8/1/15 17:01,1,,Cat,Female,<1,Domestic Shorthair Mix,Blue Tabby/White
A696923,Wyatt,2/28/15 18:27,1,,Dog,Male,3,Queensland Heeler Mix,Brown Brindle/Red Tick
A668013,Huey,12/8/13 18:11,1,,Dog,Male,1,Labrador Retriever Mix,Black/White
A704298,Molly,6/7/15 19:34,1,,Dog,Female,2,Miniature Poodle/Maltese,Cream
A679943,Suki,8/2/14 17:00,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Blue/White
A667936,,12/1/13 11:57,1,,Dog,Male,1,Dachshund Mix,Black/Brown
A690643,,10/25/14 14:26,1,,Cat,Female,<1,Domestic Longhair,Orange Tabby/White
A703099,,6/22/15 18:31,1,Foster,Dog,Female,1,Chihuahua Longhair/Cardigan Welsh Corgi,Sable
A692360,,11/18/14 19:22,0,Suffering,Cat,Male,2,Siamese Mix,Chocolate Point
A705969,,6/27/15 17:16,1,,Dog,Female,<1,Chihuahua Shorthair Mix,Black/Tan
A689789,,10/9/14 16:31,0,Medical,Dog,Male,2,German Shepherd/Labrador Retriever,Black
A696576,Hope,3/4/15 18:13,1,,Cat,Female,13,Domestic Longhair Mix,Calico/White
A706633,Trudy,7/6/15 10:43,1,,Cat,Female,3,Siamese Mix,Calico Point
A703388,,5/28/15 18:56,1,,Dog,Male,<1,Labrador Retriever Mix,Chocolate/White
A667316,Vader,11/27/13 11:56,1,,Dog,Male,<1,Border Collie/Labrador Retriever,Black/White
A707668,Noodles,7/21/15 18:07,1,,Cat,Female,<1,Domestic Shorthair Mix,Calico
A695191,Molly,3/27/15 14:40,1,,Dog,Female,<1,Labrador Retriever/Australian Shepherd,Black
A693053,,12/6/14 12:32,1,,Cat,Male,11,Maine Coon Mix,Blue/White
A664391,Walter,10/24/13 12:05,1,,Dog,Male,1,Harrier Mix,White/Brown
A670090,Roxie,10/26/14 18:11,1,,Dog,Female,4,Pointer Mix,Brown/White
A689761,Skye,10/28/15 11:55,1,Foster,Dog,Female,7,Labrador Retriever Mix,Buff
A713801,Cashew,12/9/15 9:18,1,Foster,Cat,Female,<1,Domestic Medium Hair Mix,Calico
A702633,,5/20/15 17:04,1,,Dog,Male,<1,Labrador Retriever Mix,Black/White
A683332,Regan,8/24/14 11:34,1,,Dog,Female,2,Pit Bull Mix,Black/White
A687588,,9/12/14 17:01,1,,Dog,Male,1,Chihuahua Shorthair Mix,Black/Cream
A694597,Jordy,1/4/15 15:11,1,,Dog,Male,<1,Whippet Mix,Tan
A684612,Miller,10/18/14 19:13,1,,Cat,Male,<1,Domestic Shorthair Mix,Black
A713760,B,10/31/15 17:08,1,,Cat,Male,<1,Domestic Shorthair Mix,Brown Tabby
A650212,Jaxon,10/2/13 16:09,1,,Dog,Male,1,Pit Bull Mix,Black/White
A714303,Little Grey,10/25/15 18:52,1,,Cat,Male,<1,Domestic Medium Hair Mix,Brown Tabby
A711187,Pappy,9/6/15 18:20,1,,Dog,Male,8,Dachshund Mix,Tan
A701495,Bella,12/19/15 10:01,1,Foster,Dog,Female,5,Pit Bull Mix,Blue/White
A709336,Pickles,9/4/15 17:55,1,,Cat,Male,<1,Domestic Shorthair Mix,Brown Tabby
A695299,Hansel,1/28/15 16:53,1,Foster,Cat,Male,<1,Domestic Medium Hair Mix,Brown Tabby
A677358,Chase,4/30/14 18:29,1,,Dog,Male,2,Beagle Mix,Black/White
A715860,,11/12/15 8:53,0,Rabies Risk,Cat,Male,<1,Domestic Shorthair Mix,Blue/White
A702362,,5/12/15 16:28,0,Suffering,Cat,Male,1,Domestic Shorthair Mix,Orange Tabby
A702297,,5/14/15 11:57,0,Suffering,Dog,Female,5,Miniature Schnauzer Mix,White
A665461,,10/19/13 12:34,1,,Dog,Female,<1,Australian Cattle Dog/Australian Shepherd,Brown
A683026,,7/10/14 17:24,1,,Dog,Male,1,Dachshund Longhair Mix,Black/Tan
A691338,Tiger,5/9/15 17:16,1,,Dog,Male,3,German Shepherd Mix,Brown
A706358,Amelia,10/2/15 12:31,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Orange Tabby
A703338,Jazz,5/27/15 19:08,1,,Cat,Female,1,Domestic Shorthair Mix,Brown Tabby/Tortie
A684752,Liam,11/23/14 16:53,0,Behavior,Dog,Male,2,German Shepherd,Black/Tan
A704394,Kaylee,6/19/15 13:37,1,,Dog,Female,4,Alaskan Malamute/Australian Kelpie,Black/Buff
A698197,,5/3/15 7:36,1,Foster,Dog,Male,<1,Labrador Retriever Mix,Sable
A688441,Zee,10/25/14 16:17,0,Suffering,Cat,Female,<1,Domestic Shorthair Mix,Brown Tabby
A665624,Alix,3/4/14 10:06,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Black Smoke/White
A676727,Desdemona,7/12/14 20:02,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Torbie
A685294,Kettle,8/17/14 16:01,1,,Cat,Male,<1,Domestic Shorthair Mix,Brown Tabby
A678942,Karrie,7/12/14 20:39,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Blue Tabby
A702775,,5/17/15 16:21,0,Suffering,Cat,Male,10,Domestic Shorthair Mix,White
A693770,Ellie,12/17/14 18:01,1,,Cat,Female,<1,Domestic Shorthair Mix,Black
A693439,Steve,12/30/14 17:04,1,,Dog,Male,<1,Australian Kelpie Mix,Black/White
A670656,Mischief,8/8/15 18:35,1,,Cat,Male,7,Domestic Shorthair Mix,Blue Tabby/White
A670711,Isabella,2/13/14 11:42,1,,Cat,Female,2,Domestic Shorthair Mix,Black
A689361,Sam,10/7/14 17:29,1,,Dog,Male,4,Bruss Griffon Mix,Brown
A688218,,9/20/14 8:48,1,,Dog,Female,5,Australian Cattle Dog Mix,Black/Blue Tick
A709245,,9/11/15 17:45,1,,Dog,Female,<1,Labrador Retriever/Border Collie,Tricolor
A680767,,6/7/14 16:01,0,Suffering,Dog,Female,2,Dachshund Mix,Tan
A646850,Lizzy,10/20/13 13:41,1,,Dog,Female,<1,German Shepherd Mix,Brown/White
A682696,Rocky,7/6/14 16:57,1,,Dog,Male,2,Labrador Retriever/German Shepherd,Chocolate/White
A716170,Dusty,11/27/15 11:53,1,,Dog,Male,15,Toy Poodle Mix,Black
A671213,Grace,1/29/14 18:43,1,,Dog,Female,1,Chow Chow Mix,Red
A671732,Prince Dubbi,2/16/14 15:29,1,,Dog,Male,2,Chihuahua Shorthair Mix,Tan
A680367,Bear,6/7/14 18:16,0,Rabies Risk,Dog,Male,9,German Shepherd/Labrador Retriever,Gold
A682241,Raylan,8/16/14 8:59,1,,Cat,Male,<1,Domestic Shorthair Mix,Orange Tabby
A689018,Teague,10/12/14 18:46,1,,Dog,Female,2,Great Dane Mix,Black/White
A679091,,5/16/14 14:38,0,Suffering,Cat,Unknown,7,Domestic Shorthair Mix,Black/White
A703942,Stella,6/3/15 17:03,1,,Dog,Female,1,Dachshund Mix,Brown/Tricolor
A717822,Quinn,2/6/16 17:44,1,Foster,Dog,Female,<1,Miniature Poodle Mix,Brown
A668088,Kiko,4/15/14 13:32,1,,Cat,Male,<1,Domestic Shorthair Mix,Black/White
A665226,,11/2/13 14:36,1,,Dog,Female,<1,Pug Mix,Brown/Black
A710028,Petey,8/23/15 13:44,1,,Dog,Male,<1,Labrador Retriever/Pit Bull,Black/White
A701884,Midnight,5/10/15 18:52,1,,Cat,Female,1,Domestic Shorthair Mix,Torbie
A696818,Tillie,5/16/15 12:29,1,,Dog,Female,2,American Staffordshire Terrier Mix,Brown/White
A711675,Dusty,9/20/15 18:33,1,,Cat,Male,<1,Domestic Shorthair Mix,Blue/White
A685765,Buddy,10/26/14 16:34,1,Offsite,Dog,Male,<1,Chihuahua Shorthair Mix,Brown
A673620,Louie,7/24/14 8:48,1,Foster,Dog,Male,10,Chihuahua Shorthair,Black/Brown
A685143,Manny,9/13/14 14:11,1,Foster,Cat,Male,<1,Domestic Medium Hair Mix,Blue/White
A684485,Darby,10/11/14 16:54,1,,Dog,Male,3,Labrador Retriever Mix,Black/White
A712021,Paco,10/18/15 14:09,1,,Dog,Male,5,Labrador Retriever Mix,Black/White
A674417,Russell,3/17/14 16:35,1,,Dog,Male,<1,Chihuahua Shorthair Mix,Tricolor
A711572,Candy,9/29/15 15:09,0,Medical,Dog,Female,2,Chihuahua Shorthair Mix,Blue/Tan
A650344,Trixi,1/20/14 17:21,1,,Dog,Female,<1,Boxer/Pit Bull,Brown/White
A720765,Blue,2/20/16 15:56,1,,Dog,Female,1,Pit Bull Mix,Blue/White
A707786,Comino,7/23/15 15:37,0,Suffering,Dog,Male,6,Chihuahua Shorthair Mix,Tan/White
A682401,Mia,7/2/14 12:39,1,,Dog,Female,1,Chihuahua Shorthair Mix,Tan
A687076,Katy,9/5/14 14:33,1,,Cat,Female,<1,Domestic Shorthair Mix,Torbie
A688352,Brody,3/12/15 15:05,1,,Dog,Male,5,Parson Russell Terrier Mix,White/Brown Brindle
A696451,,2/5/15 19:06,0,Suffering,Dog,Male,2,Chihuahua Shorthair Mix,Brown
A714525,Prancer,11/4/15 18:52,1,,Dog,Male,2,Golden Retriever Mix,Brown
A712237,Donna,10/16/15 17:39,1,,Cat,Male,<1,Domestic Shorthair Mix,Black/White
A597131,Austin,5/10/15 16:33,1,,Dog,Male,4,Bluetick Hound Mix,Brown Merle/White
A675874,,4/7/14 18:37,1,,Dog,Male,<1,Beagle Mix,Tricolor
A695130,Jack,1/18/15 11:20,1,,Dog,Male,3,Yorkshire Terrier Mix,Black/Tan
A707723,Bailey,8/12/15 14:43,1,,Dog,Female,4,Golden Retriever Mix,Yellow
A719220,Henly,1/20/16 17:13,1,,Dog,Female,1,Yorkshire Terrier Mix,Black/Brown
A620378,Chase,5/18/14 16:08,1,,Dog,Male,2,Australian Kelpie Mix,Black/White
A707411,Daisy,8/8/15 14:55,1,,Dog,Female,4,Australian Shepherd Mix,White/Brown
A706457,Harvard,7/18/15 19:25,1,,Cat,Male,<1,Domestic Shorthair Mix,Blue
A666753,Leia,11/10/13 17:45,1,,Dog,Female,<1,Miniature Schnauzer/Miniature Poodle,Black/White
A686100,,8/20/14 17:17,1,,Cat,Female,<1,Domestic Shorthair Mix,Calico
A688285,Princess,10/12/14 19:14,1,,Dog,Female,<1,Chihuahua Shorthair Mix,Brown/Black
A668866,Gordo,4/13/14 17:15,1,,Dog,Male,2,Labrador Retriever Mix,Tan
A700654,Butch,5/4/15 13:37,1,,Dog,Male,4,Chihuahua Shorthair Mix,Brown/Tricolor
A682302,,7/10/14 17:41,1,,Cat,Male,<1,Domestic Shorthair Mix,Brown Tabby/White
A714057,Princess,10/24/15 0:00,1,,Dog,Female,1,Chihuahua Shorthair Mix,White/Tan
A713600,Koda,10/9/15 14:28,0,Suffering,Cat,Male,7,Domestic Shorthair Mix,Brown Tabby
A714001,Jimmy,12/29/15 12:00,1,Foster,Cat,Male,<1,Domestic Shorthair Mix,Black/White
A695328,Mogwai,2/14/15 13:08,1,Foster,Dog,Male,1,Schipperke Mix,Black/White
A713123,Marie,10/6/15 17:04,1,,Dog,Female,<1,Beagle Mix,Brown/White
A672146,Red,3/2/14 15:18,1,,Dog,Male,3,Pit Bull Mix,Red/White
A673494,,9/12/14 13:52,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Tortie/White
A713951,Clark,12/29/15 12:14,1,Foster,Cat,Male,<1,Domestic Shorthair Mix,Brown Tabby/White
A688081,Alvin,10/18/14 16:21,1,,Dog,Male,2,German Shepherd Mix,Tan/Black
A708094,Einstein,7/29/15 18:32,1,,Cat,Male,3,Domestic Medium Hair Mix,Brown Tabby/White
A666343,Moose,12/19/13 14:12,1,,Cat,Female,<1,Domestic Shorthair Mix,Blue/White
A689100,Princess,10/18/14 17:02,1,,Dog,Female,2,Chihuahua Longhair Mix,Black/White
A686415,Kobi,12/11/14 17:17,0,Behavior,Dog,Male,2,Flat Coat Retriever Mix,Black/White
A670704,Chris,1/20/14 13:13,1,,Cat,Male,<1,Domestic Shorthair Mix,Orange Tabby
A698477,Spike,3/20/15 18:11,1,,Dog,Male,2,Chihuahua Shorthair Mix,Black/White
A688964,Linus,11/10/14 19:40,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Brown Tabby
A695342,Jacki,1/17/15 18:29,1,,Dog,Female,<1,Australian Shepherd/Chihuahua Shorthair,Black/Tan
A714198,Andre,10/20/15 9:37,0,Suffering,Cat,Male,2,Domestic Shorthair Mix,Brown Tabby
A664545,Crimson,11/13/13 16:01,1,,Cat,Male,<1,Domestic Shorthair Mix,Orange Tabby
A703363,Helen,7/8/15 17:20,1,,Cat,Female,<1,Siamese Mix,Lynx Point
A715516,,11/14/15 12:34,1,,Cat,Female,<1,Domestic Shorthair Mix,Brown Tabby
A688004,Milly,9/16/14 18:01,1,,Cat,Female,<1,Domestic Shorthair Mix,Orange Tabby
A700097,Goliath,5/2/15 18:38,1,,Dog,Male,1,Labrador Retriever/Boxer,Tan/White
A665744,Lulu,10/27/13 17:07,1,Foster,Dog,Female,<1,Boxer Mix,Fawn/White
A717572,Parsnip,12/15/15 18:02,1,,Cat,Male,<1,Domestic Medium Hair/Siamese,Lynx Point
A664362,Cowboy,1/18/14 19:13,1,,Dog,Male,5,Rottweiler,Black/Brown
A674999,,3/25/14 16:58,1,,Dog,Male,1,Cardigan Welsh Corgi Mix,Tan/White
A703607,,6/25/15 15:32,1,,Cat,Female,<1,Domestic Medium Hair Mix,Blue
A697734,,3/3/15 17:16,1,,Cat,Female,<1,Domestic Medium Hair Mix,Calico
A664468,Jesse,3/4/14 12:17,1,Foster,Dog,Male,1,Chesa Bay Retr Mix,Tan/White
A696807,Hercules,2/16/15 17:24,1,,Dog,Male,<1,German Shepherd Mix,Tricolor
A695907,Bella,1/26/15 16:46,1,,Dog,Female,<1,Border Collie Mix,Tricolor
A696407,Fiona,2/12/15 14:05,1,,Dog,Female,2,Chihuahua Shorthair Mix,Tricolor
A663180,Rocky,10/30/13 12:00,1,Foster,Cat,Male,<1,Domestic Shorthair Mix,Orange Tabby
A719119,Ginger,1/17/16 18:00,1,,Dog,Female,1,Australian Kelpie Mix,Black/Tan
A712990,Hanna,12/12/15 17:54,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Silver Tabby/White
A674550,Chico,12/4/14 10:42,0,Rabies Risk,Dog,Male,1,American Bulldog/Pit Bull,White/Black
A680548,Calamari,6/8/14 17:05,1,,Dog,Male,<1,Great Pyrenees Mix,White
A684496,Rosie,12/31/14 11:50,1,,Dog,Female,<1,Labrador Retriever Mix,Black/White
A698647,Shadow,3/29/15 17:22,1,,Dog,Male,1,Miniature Pinscher Mix,Black/Brown
A668501,Petey,12/9/13 15:47,1,,Dog,Male,2,Miniature Poodle Mix,White
A704568,Maggie,7/20/15 17:05,1,,Dog,Female,6,Labrador Retriever Mix,Tan
A688459,,11/26/14 16:41,1,,Cat,Female,<1,Domestic Shorthair Mix,Brown Tabby
A674024,Gertrude,3/28/14 10:01,1,Foster,Dog,Female,<1,Chihuahua Longhair Mix,Cream
A666242,Jazz,11/4/13 18:30,1,,Cat,Male,<1,Domestic Shorthair Mix,Brown Tabby
A693165,Fern,10/22/15 11:57,0,Suffering,Dog,Female,12,Jack Russell Terrier Mix,White/Brown
A670174,Otto,1/22/14 17:20,0,In Surgery,Dog,Male,2,Pit Bull Mix,Tan/White
A516259,Coco,2/1/16 11:16,1,,Dog,Female,9,Pit Bull,Black/White
A692163,Maggie,11/19/14 17:02,1,,Dog,Female,1,Border Terrier Mix,Brown
A678166,Rango,5/26/14 19:13,1,,Dog,Male,1,Chihuahua Shorthair Mix,Tan/White
A678890,Meera,7/1/14 17:33,1,,Cat,Female,<1,Domestic Shorthair Mix,Tortie/White
A685092,,8/2/14 9:49,0,Suffering,Cat,Female,<1,Domestic Shorthair Mix,Gray/White
A690707,Bobby,9/12/15 16:52,1,Foster,Cat,Male,1,Domestic Shorthair Mix,Brown Tabby/White
A703467,,5/25/15 10:33,0,Suffering,Cat,Unknown,<1,Domestic Shorthair Mix,Cream Tabby
A666163,,11/3/13 17:43,1,,Cat,Female,<1,Domestic Shorthair Mix,Brown Tabby
A711417,Chavez,9/24/15 12:29,1,,Cat,Male,15,Domestic Shorthair Mix,Blue/White
A711362,Oscar,11/11/15 13:37,1,Foster,Cat,Male,<1,Domestic Shorthair Mix,Orange Tabby/White
A689623,Jewel,10/11/14 16:13,1,,Dog,Female,3,Pit Bull Mix,Tan/White
A692911,Lincoln,12/7/14 19:07,1,,Dog,Male,1,Australian Shepherd Mix,Brown Merle
A698851,,4/4/15 14:07,1,,Dog,Female,3,Chihuahua Shorthair Mix,Black/Tan
A701695,,5/7/15 18:19,1,,Dog,Male,<1,Pit Bull Mix,Chocolate/White
A707626,Joshua,7/27/15 18:45,1,,Cat,Male,<1,Domestic Shorthair Mix,Blue/White
A681306,Rosie,6/28/14 14:41,1,,Cat,Female,6,Domestic Shorthair Mix,Black
A666980,Donald,12/23/13 17:06,1,,Cat,Male,<1,Domestic Shorthair Mix,Black/White
A710726,Zara,10/24/15 18:17,1,,Cat,Female,<1,Domestic Shorthair Mix,Torbie
A637358,Achilles,11/22/14 14:59,1,,Cat,Male,2,Domestic Shorthair Mix,Brown Tabby
A692478,Teddy,1/26/16 15:47,1,Foster,Dog,Male,3,Pit Bull Mix,Fawn
A666626,,11/9/13 16:56,1,,Cat,Female,<1,Domestic Shorthair Mix,Calico
A705682,,6/22/15 18:38,1,,Cat,Male,<1,Domestic Shorthair Mix,Chocolate
A666749,Lucy,11/16/13 18:33,1,,Dog,Female,<1,Dachshund Mix,White/Red Merle
A632814,King,12/21/13 11:39,0,Aggressive,Dog,Male,4,Pit Bull,White/Black
A695798,Jim,1/23/15 12:34,0,Suffering,Cat,Male,<1,Domestic Shorthair Mix,Orange
A718906,Sponge,1/13/16 17:22,1,,Cat,Male,<1,Domestic Shorthair Mix,Orange Tabby/White
A698158,Millie,3/10/15 17:17,1,,Dog,Female,<1,Plott Hound Mix,Brown Brindle/White
A670697,Rj,1/15/14 14:25,1,,Dog,Male,1,Papillon Mix,Tan/White
A692238,Sophia,12/7/14 12:20,1,,Cat,Female,<1,Domestic Shorthair,Tortie
A700694,Ashes,6/20/15 12:36,1,Foster,Cat,Female,<1,Domestic Shorthair Mix,Blue Tabby
A512158,Jade,2/19/15 14:15,1,,Cat,Female,6,Domestic Shorthair Mix,Blue Cream/Tortie
A704517,Carolina,8/25/15 18:53,1,,Cat,Female,2,Domestic Shorthair Mix,Tortie/White
A686635,Maria,10/3/14 18:44,1,,Dog,Female,1,Pit Bull Mix,Fawn
A665414,Cactus,10/27/13 12:51,1,,Dog,Male,<1,Australian Cattle Dog/German Shepherd,Blue Merle/Brown
A694575,Crayon,1/3/15 18:06,1,,Cat,Female,<1,Domestic Medium Hair Mix,Calico
A669108,,12/21/13 17:06,1,,Dog,Male,3,Toy Poodle Mix,White
A711310,,9/9/15 17:59,1,,Dog,Male,2,Miniature Schnauzer Mix,Gray/White
A698903,Windu,3/30/15 12:37,1,,Dog,Male,<1,Chihuahua Shorthair/Cavalier Span,Brown/White
A698840,Serrano,5/15/15 13:59,0,In Foster,Cat,Unknown,<1,Domestic Shorthair Mix,Cream Tabby
A705249,Noah,6/29/15 14:33,1,,Cat,Male,<1,Domestic Shorthair Mix,Black/White
A683956,,7/27/14 16:19,1,,Cat,Male,3,Domestic Shorthair Mix,Orange Tabby
A685707,,8/16/14 17:42,1,,Cat,Male,<1,Domestic Shorthair Mix,White/Black Tabby
A708153,Lancelot,12/4/15 11:42,1,Foster,Cat,Male,<1,Domestic Medium Hair Mix,Brown Tabby/White
A700992,Wiiu,7/24/15 18:46,1,Foster,Cat,Male,<1,Domestic Shorthair Mix,Black/White
A720145,Geraldo,2/9/16 12:45,1,,Dog,Male,1,German Shepherd/Chow Chow,Brown/Black
A676434,Buddy,6/22/14 16:45,0,Aggressive,Dog,Male,2,Staffordshire/Labrador Retriever,Black/White
A680733,Aster,6/29/14 12:55,1,,Dog,Female,3,German Shepherd/Australian Cattle Dog,Black/Brown
A667299,,11/15/13 16:56,0,Suffering,Cat,Unknown,1,Domestic Shorthair Mix,Black/White
A666508,Gracie,11/7/13 18:53,1,,Dog,Female,<1,Labrador Retriever Mix,Black
A667472,Charlie,11/23/13 17:40,1,,Dog,Female,<1,Dachshund Mix,Black/White
A673677,Sofia,8/11/14 17:53,1,Foster,Cat,Female,1,Domestic Shorthair Mix,Blue Tabby
A689489,Tinker,10/11/14 17:14,1,,Dog,Female,7,Chihuahua Shorthair/Manchester Terrier,Tricolor
A660042,Buffy,10/5/13 13:03,1,,Cat,Female,<1,Domestic Shorthair Mix,Cream Tabby/White
A703677,,8/16/15 19:18,1,,Cat,Male,<1,Domestic Shorthair Mix,Blue Tabby/White
A676753,,4/19/14 18:31,1,,Dog,Male,1,Labrador Retriever/Australian Cattle Dog,Black/White
